@relation weather

@attribute outlook {sunny, overcast, rainy}
@attribute temperature numeric
@attribute humidity numeric
@attribute windy {TRUE, FALSE}
@attribute play {yes, no}

@data
overcast,49,51,TRUE,no
sunny,67,14,FALSE,yes
sunny,43,67,FALSE,yes
sunny,28,77,TRUE,no
rainy,34,49,TRUE,no
rainy,38,43,TRUE,no
overcast,70,20,FALSE,yes
overcast,46,31,FALSE,yes
rainy,3,64,FALSE,yes
rainy,45,70,TRUE,no
overcast,12,76,TRUE,no
rainy,23,14,TRUE,yes
overcast,21,57,TRUE,yes
sunny,38,11,FALSE,no
overcast,4,74,FALSE,no
rainy,22,67,FALSE,yes
overcast,32,34,TRUE,yes
rainy,9,34,TRUE,yes
overcast,41,12,FALSE,yes
sunny,65,46,FALSE,no
overcast,18,16,TRUE,no
overcast,-3,26,TRUE,no
rainy,21,26,TRUE,no
sunny,64,74,TRUE,yes
overcast,16,12,FALSE,yes
rainy,37,10,FALSE,yes
overcast,2,56,FALSE,yes
rainy,-5,75,TRUE,no
rainy,47,30,TRUE,no
overcast,80,42,TRUE,yes
rainy,3,46,TRUE,yes
overcast,36,21,TRUE,no
rainy,28,45,TRUE,yes
sunny,26,35,FALSE,no
rainy,13,62,FALSE,no
sunny,78,23,FALSE,yes
overcast,0,35,FALSE,yes
rainy,0,37,TRUE,yes
rainy,19,79,TRUE,yes
sunny,59,21,TRUE,no
overcast,66,40,FALSE,yes
rainy,22,27,TRUE,no
sunny,3,73,TRUE,yes
overcast,58,59,TRUE,yes
rainy,36,24,TRUE,yes
overcast,22,71,TRUE,no
sunny,-4,26,TRUE,no
rainy,59,41,FALSE,no
overcast,47,13,TRUE,yes
sunny,15,18,FALSE,no
sunny,78,76,FALSE,no
overcast,32,26,FALSE,no
sunny,41,28,TRUE,yes
overcast,41,31,FALSE,no
overcast,26,13,FALSE,no
sunny,59,70,FALSE,yes
overcast,45,60,TRUE,yes
sunny,-5,32,FALSE,no
sunny,27,22,TRUE,yes
sunny,8,72,TRUE,yes
rainy,67,46,TRUE,no
sunny,6,70,TRUE,no
overcast,38,72,TRUE,yes
sunny,63,73,TRUE,yes
overcast,28,39,TRUE,yes
rainy,42,72,FALSE,no
sunny,-1,19,TRUE,yes
sunny,45,70,TRUE,no
overcast,60,12,TRUE,yes
rainy,9,59,FALSE,yes
rainy,34,46,FALSE,yes
rainy,32,78,TRUE,yes
overcast,18,67,TRUE,yes
overcast,57,10,TRUE,yes
overcast,39,59,FALSE,yes
overcast,10,33,TRUE,no
rainy,34,12,TRUE,no
rainy,14,32,TRUE,yes
overcast,7,17,TRUE,no
overcast,23,69,FALSE,no
rainy,12,79,TRUE,no
rainy,17,65,FALSE,no
sunny,70,34,TRUE,yes
sunny,79,16,FALSE,yes
rainy,40,55,TRUE,yes
overcast,-1,73,TRUE,yes
rainy,47,79,FALSE,no
rainy,43,13,TRUE,no
rainy,30,44,TRUE,yes
overcast,36,61,TRUE,yes
sunny,12,59,TRUE,yes
sunny,22,43,FALSE,yes
sunny,53,19,TRUE,yes
rainy,80,73,TRUE,no
rainy,22,10,FALSE,no
sunny,2,37,TRUE,no
sunny,31,56,TRUE,no
rainy,27,73,FALSE,no
rainy,78,23,TRUE,no
overcast,68,10,FALSE,yes
overcast,59,62,TRUE,no
overcast,13,40,FALSE,no
sunny,74,64,TRUE,no
rainy,5,41,FALSE,yes
rainy,18,21,FALSE,no
rainy,48,22,FALSE,yes
rainy,20,67,FALSE,yes
sunny,46,67,FALSE,no
rainy,14,52,TRUE,yes
rainy,-3,76,TRUE,no
overcast,52,53,FALSE,no
sunny,-3,42,FALSE,no
rainy,59,69,TRUE,yes
overcast,44,73,TRUE,yes
sunny,59,40,FALSE,no
rainy,62,24,TRUE,yes
overcast,58,23,FALSE,yes
overcast,53,71,TRUE,yes
rainy,80,26,FALSE,no
rainy,17,30,FALSE,yes
sunny,12,58,FALSE,yes
rainy,79,60,TRUE,yes
rainy,2,25,TRUE,yes
rainy,14,11,TRUE,no
overcast,17,72,TRUE,yes
rainy,27,12,TRUE,yes
overcast,70,46,TRUE,no
overcast,17,37,TRUE,yes
rainy,22,42,FALSE,no
overcast,6,36,FALSE,no
overcast,3,24,TRUE,no
rainy,38,59,TRUE,no
rainy,49,33,FALSE,yes
rainy,31,74,FALSE,yes
rainy,38,14,FALSE,no
rainy,78,59,TRUE,yes
overcast,72,65,FALSE,yes
rainy,35,18,TRUE,yes
sunny,80,59,TRUE,no
sunny,52,26,FALSE,no
rainy,74,22,TRUE,yes
sunny,45,28,FALSE,no
overcast,0,52,TRUE,yes
rainy,44,65,TRUE,no
rainy,57,53,FALSE,no
sunny,20,52,FALSE,yes
rainy,28,28,TRUE,no
rainy,10,70,TRUE,yes
overcast,61,16,FALSE,yes
overcast,78,25,FALSE,no
sunny,77,32,TRUE,yes
rainy,59,50,FALSE,yes
rainy,13,24,TRUE,yes
overcast,20,47,TRUE,yes
rainy,25,45,FALSE,yes
rainy,7,59,FALSE,no
overcast,24,29,FALSE,no
overcast,14,74,FALSE,no
overcast,45,62,FALSE,yes
rainy,40,36,FALSE,yes
overcast,58,54,TRUE,yes
rainy,45,80,TRUE,no
rainy,58,26,TRUE,no
overcast,13,78,FALSE,no
sunny,5,53,TRUE,no
sunny,59,72,TRUE,no
overcast,-5,46,TRUE,yes
rainy,49,26,TRUE,no
sunny,4,36,FALSE,no
rainy,50,80,FALSE,no
overcast,38,71,FALSE,yes
sunny,22,48,TRUE,no
overcast,35,48,TRUE,no
rainy,45,12,FALSE,yes
rainy,5,37,FALSE,no
rainy,59,19,FALSE,no
overcast,7,37,FALSE,yes
sunny,52,30,FALSE,no
rainy,6,57,TRUE,yes
rainy,62,42,TRUE,yes
overcast,70,64,TRUE,no
overcast,7,27,TRUE,no
rainy,73,41,FALSE,no
sunny,10,59,FALSE,no
sunny,21,28,FALSE,yes
rainy,23,50,TRUE,no
sunny,70,52,FALSE,no
sunny,23,34,TRUE,no
overcast,72,23,TRUE,yes
sunny,28,75,FALSE,no
overcast,52,25,FALSE,yes
sunny,3,46,TRUE,yes
rainy,16,50,TRUE,yes
rainy,32,26,FALSE,no
overcast,13,39,FALSE,yes
rainy,79,77,FALSE,no
overcast,53,26,TRUE,yes
sunny,60,40,FALSE,yes
overcast,46,14,TRUE,no
overcast,68,64,TRUE,no
rainy,6,51,FALSE,yes
overcast,65,49,TRUE,no
rainy,28,66,FALSE,yes
overcast,7,79,TRUE,no
rainy,79,34,FALSE,no
rainy,8,46,FALSE,yes
sunny,45,41,FALSE,yes
overcast,32,53,FALSE,yes
rainy,80,69,FALSE,yes
overcast,49,66,TRUE,no
rainy,64,18,TRUE,no
rainy,67,42,FALSE,no
rainy,18,50,FALSE,no
rainy,37,52,FALSE,no
overcast,68,77,TRUE,yes
overcast,67,12,TRUE,yes
sunny,68,56,TRUE,no
overcast,35,54,TRUE,no
sunny,15,28,TRUE,yes
rainy,28,17,TRUE,yes
overcast,-4,24,TRUE,yes
sunny,80,61,TRUE,yes
sunny,28,50,TRUE,no
overcast,2,61,FALSE,yes
rainy,0,54,TRUE,no
overcast,76,35,TRUE,yes
overcast,26,48,FALSE,no
sunny,-1,17,FALSE,no
rainy,24,24,TRUE,yes
sunny,9,30,FALSE,yes
sunny,38,42,TRUE,no
sunny,17,78,TRUE,no
sunny,29,57,FALSE,yes
rainy,63,61,FALSE,no
overcast,75,45,FALSE,no
overcast,17,37,FALSE,no
rainy,37,69,FALSE,yes
rainy,7,22,FALSE,yes
rainy,26,41,FALSE,no
overcast,54,45,FALSE,yes
overcast,26,22,FALSE,no
rainy,77,32,FALSE,no
sunny,33,31,FALSE,no
rainy,44,27,FALSE,no
sunny,34,71,TRUE,yes
overcast,51,40,TRUE,no
rainy,71,46,TRUE,no
rainy,25,43,TRUE,no
rainy,25,27,FALSE,yes
sunny,46,43,TRUE,no
overcast,2,66,FALSE,no
sunny,22,37,TRUE,no
rainy,42,29,TRUE,yes
sunny,77,43,TRUE,yes
rainy,8,44,TRUE,yes
overcast,19,68,FALSE,no
overcast,32,42,TRUE,yes
rainy,11,18,FALSE,no
rainy,51,32,TRUE,no
rainy,32,56,FALSE,yes
rainy,30,26,FALSE,no
overcast,16,68,TRUE,no
sunny,68,40,FALSE,yes
overcast,26,10,FALSE,no
sunny,33,49,FALSE,yes
overcast,19,36,TRUE,yes
sunny,33,54,TRUE,no
rainy,16,58,FALSE,no
rainy,29,65,FALSE,no
overcast,-5,38,TRUE,no
rainy,0,50,FALSE,no
overcast,9,41,TRUE,yes
rainy,37,21,TRUE,yes
sunny,24,29,TRUE,no
rainy,37,44,TRUE,yes
sunny,38,38,TRUE,yes
rainy,62,62,FALSE,no
sunny,67,18,TRUE,yes
sunny,75,75,TRUE,yes
overcast,22,46,TRUE,no
overcast,76,10,TRUE,yes
sunny,54,23,FALSE,yes
rainy,79,79,TRUE,yes
sunny,-4,40,TRUE,yes
rainy,56,10,FALSE,yes
rainy,6,10,TRUE,yes
overcast,69,73,FALSE,yes
sunny,78,10,TRUE,yes
sunny,2,39,TRUE,yes
sunny,26,51,TRUE,no
overcast,4,76,FALSE,no
rainy,36,64,FALSE,no
overcast,63,65,TRUE,no
rainy,18,33,TRUE,no
overcast,71,34,TRUE,yes
rainy,46,71,FALSE,yes
sunny,32,52,TRUE,no
overcast,4,35,TRUE,yes
sunny,59,12,TRUE,yes
rainy,5,37,TRUE,yes
sunny,54,76,FALSE,yes
overcast,27,48,TRUE,no
rainy,-2,34,TRUE,no
overcast,-5,32,FALSE,yes
sunny,63,59,TRUE,yes
rainy,23,18,FALSE,yes
rainy,76,75,FALSE,no
overcast,13,24,TRUE,yes
sunny,9,26,FALSE,no
overcast,1,49,FALSE,no
rainy,-1,27,FALSE,no
sunny,3,70,TRUE,yes
sunny,48,60,FALSE,yes
sunny,28,42,FALSE,no
sunny,-1,34,FALSE,yes
overcast,-2,26,FALSE,yes
sunny,26,58,TRUE,yes
rainy,1,43,TRUE,yes
rainy,1,13,TRUE,no
sunny,13,76,TRUE,no
overcast,12,59,TRUE,no
overcast,44,75,TRUE,yes
sunny,71,71,TRUE,yes
overcast,34,15,TRUE,yes
rainy,34,23,TRUE,no
rainy,1,46,TRUE,no
rainy,1,27,FALSE,yes
rainy,43,58,FALSE,no
sunny,80,77,TRUE,yes
overcast,65,69,FALSE,yes
rainy,5,20,TRUE,no
rainy,37,73,FALSE,no
rainy,11,32,FALSE,yes
overcast,60,19,TRUE,no
sunny,-2,64,TRUE,no
overcast,8,50,FALSE,yes
sunny,22,25,FALSE,yes
rainy,27,80,TRUE,no
sunny,36,54,FALSE,yes
rainy,69,38,TRUE,no
overcast,41,74,TRUE,yes
rainy,31,10,FALSE,no
rainy,25,54,FALSE,yes
overcast,35,75,FALSE,yes
rainy,43,45,TRUE,no
overcast,20,29,FALSE,yes
rainy,63,54,FALSE,no
rainy,63,64,FALSE,yes
overcast,44,37,TRUE,no
sunny,33,62,FALSE,no
sunny,16,57,TRUE,yes
overcast,53,17,FALSE,no
overcast,5,43,TRUE,no
sunny,74,50,TRUE,yes
overcast,4,66,TRUE,no
rainy,29,25,TRUE,yes
overcast,79,11,FALSE,no
sunny,-5,39,FALSE,yes
overcast,-5,49,FALSE,no
sunny,32,52,TRUE,no
rainy,31,14,TRUE,no
sunny,43,70,TRUE,yes
overcast,76,16,FALSE,no
rainy,64,45,FALSE,yes
rainy,24,59,TRUE,no
overcast,15,64,TRUE,yes
rainy,16,36,FALSE,yes
sunny,13,66,FALSE,no
sunny,61,78,FALSE,yes
rainy,32,76,TRUE,no
sunny,74,41,TRUE,no
sunny,17,55,FALSE,no
rainy,58,75,FALSE,yes
overcast,46,28,TRUE,no
rainy,6,19,FALSE,yes
rainy,79,28,TRUE,no
rainy,73,40,TRUE,yes
overcast,29,14,FALSE,yes
overcast,49,76,TRUE,yes
rainy,-3,27,TRUE,no
overcast,75,14,TRUE,no
sunny,72,71,TRUE,no
rainy,79,54,TRUE,yes
rainy,0,14,TRUE,yes
rainy,33,33,TRUE,no
sunny,27,10,FALSE,yes
overcast,25,34,TRUE,no
rainy,75,56,FALSE,no
overcast,22,43,FALSE,yes
sunny,9,57,TRUE,no
rainy,65,62,TRUE,yes
rainy,-2,70,FALSE,no
sunny,10,45,TRUE,no
sunny,18,52,FALSE,yes
sunny,76,10,TRUE,no
rainy,73,36,FALSE,no
overcast,79,17,TRUE,yes
overcast,30,46,TRUE,no
sunny,47,35,TRUE,yes
sunny,77,27,FALSE,yes
sunny,19,11,FALSE,no
overcast,47,73,TRUE,no
sunny,7,40,FALSE,yes
rainy,11,78,FALSE,no
sunny,43,15,TRUE,no
rainy,-2,26,TRUE,yes
overcast,49,57,TRUE,no
sunny,34,42,FALSE,yes
overcast,12,43,FALSE,no
overcast,73,71,TRUE,no
rainy,12,65,FALSE,no
rainy,70,20,TRUE,yes
overcast,17,50,FALSE,no
overcast,2,21,TRUE,yes
rainy,32,26,FALSE,yes
overcast,10,37,TRUE,no
sunny,39,47,TRUE,yes
overcast,21,10,FALSE,no
overcast,45,10,FALSE,yes
overcast,55,41,TRUE,yes
rainy,68,80,TRUE,yes
rainy,10,17,TRUE,yes
sunny,35,35,FALSE,yes
rainy,2,44,TRUE,no
overcast,70,46,FALSE,no
overcast,27,16,FALSE,yes
sunny,21,39,TRUE,yes
overcast,29,48,FALSE,no
overcast,7,26,FALSE,no
sunny,24,15,TRUE,yes
rainy,27,27,FALSE,no
rainy,47,26,FALSE,yes
overcast,60,34,FALSE,no
overcast,67,44,FALSE,yes
rainy,23,54,TRUE,no
sunny,26,61,FALSE,no
sunny,43,17,FALSE,no
overcast,49,11,TRUE,yes
rainy,38,73,TRUE,no
rainy,28,29,TRUE,no
overcast,23,28,TRUE,yes
sunny,55,16,TRUE,yes
overcast,33,75,FALSE,yes
sunny,29,32,TRUE,yes
overcast,19,37,FALSE,no
rainy,31,50,FALSE,no
rainy,42,44,FALSE,no
rainy,11,32,FALSE,no
rainy,75,74,TRUE,yes
overcast,50,77,TRUE,yes
sunny,6,37,TRUE,no
sunny,54,67,TRUE,no
overcast,24,45,TRUE,no
overcast,64,63,TRUE,yes
overcast,17,30,TRUE,yes
rainy,80,73,TRUE,yes
rainy,2,28,TRUE,no
overcast,72,10,FALSE,no
rainy,20,15,TRUE,yes
rainy,58,49,FALSE,no
sunny,38,15,TRUE,no
overcast,70,71,TRUE,no
rainy,74,30,TRUE,no
rainy,33,60,FALSE,no
rainy,18,67,TRUE,yes
sunny,5,31,FALSE,yes
sunny,20,33,FALSE,yes
sunny,80,33,FALSE,no
sunny,62,45,FALSE,no
overcast,64,46,FALSE,yes
overcast,20,76,FALSE,yes
sunny,14,29,FALSE,yes
rainy,35,63,TRUE,yes
overcast,48,39,TRUE,yes
overcast,-4,46,TRUE,no
sunny,49,73,FALSE,no
rainy,59,67,FALSE,no
sunny,3,47,TRUE,yes
overcast,63,12,TRUE,yes
sunny,3,17,TRUE,no
overcast,48,43,FALSE,yes
rainy,76,70,FALSE,no
sunny,56,27,TRUE,no
sunny,75,33,FALSE,yes
sunny,35,50,TRUE,no
sunny,-1,10,TRUE,yes
overcast,5,43,FALSE,yes
overcast,49,80,FALSE,no
sunny,6,21,TRUE,yes
overcast,46,24,FALSE,no
rainy,78,66,FALSE,yes
rainy,56,72,TRUE,no
rainy,53,32,FALSE,yes
rainy,41,17,FALSE,no
sunny,32,55,FALSE,yes
overcast,62,14,TRUE,no
rainy,35,38,FALSE,yes
overcast,29,53,FALSE,no
overcast,31,78,FALSE,no
sunny,40,10,FALSE,yes
sunny,4,61,FALSE,yes
sunny,30,24,FALSE,no
sunny,15,22,TRUE,no
rainy,49,76,TRUE,no
sunny,9,74,FALSE,yes
overcast,34,28,TRUE,yes
rainy,38,71,FALSE,no
rainy,41,64,TRUE,yes
rainy,29,53,TRUE,no
rainy,64,46,FALSE,yes
rainy,3,27,TRUE,no
overcast,42,22,TRUE,no
sunny,19,32,TRUE,yes
sunny,52,67,TRUE,no
overcast,17,17,FALSE,no
overcast,55,25,TRUE,no
overcast,69,31,TRUE,yes
overcast,26,78,FALSE,yes
rainy,53,18,FALSE,no
sunny,65,26,TRUE,no
sunny,10,47,FALSE,no
sunny,59,70,TRUE,no
overcast,80,35,TRUE,yes
rainy,51,18,FALSE,no
sunny,74,31,FALSE,yes
rainy,36,36,FALSE,no
rainy,33,36,FALSE,yes
sunny,75,35,FALSE,no
rainy,23,59,TRUE,no
overcast,43,60,TRUE,no
rainy,39,15,TRUE,no
sunny,69,33,FALSE,yes
rainy,49,12,TRUE,no
sunny,11,16,FALSE,no
overcast,79,79,FALSE,no
rainy,43,61,FALSE,yes
sunny,8,46,FALSE,yes
rainy,25,10,FALSE,yes
sunny,75,30,TRUE,no
rainy,54,50,FALSE,yes
sunny,40,10,FALSE,no
rainy,79,75,FALSE,yes
sunny,11,78,TRUE,yes
overcast,38,47,TRUE,yes
rainy,7,55,TRUE,yes
sunny,-3,42,FALSE,no
rainy,52,13,FALSE,no
overcast,77,41,TRUE,yes
overcast,41,44,TRUE,yes
overcast,58,78,FALSE,yes
overcast,75,53,FALSE,yes
rainy,68,29,TRUE,yes
overcast,24,59,FALSE,no
sunny,16,65,FALSE,no
overcast,42,78,FALSE,no
rainy,12,12,TRUE,yes
sunny,29,80,FALSE,no
sunny,29,32,FALSE,yes
overcast,67,42,TRUE,yes
rainy,71,51,FALSE,no
sunny,13,14,TRUE,yes
sunny,45,66,TRUE,yes
overcast,21,48,TRUE,yes
rainy,13,45,FALSE,yes
rainy,45,15,FALSE,no
overcast,43,79,TRUE,no
sunny,70,38,TRUE,no
overcast,73,20,TRUE,yes
overcast,38,62,TRUE,yes
overcast,60,19,TRUE,yes
overcast,11,53,TRUE,no
overcast,12,35,FALSE,yes
overcast,29,53,TRUE,no
sunny,66,62,FALSE,yes
rainy,6,38,TRUE,yes
rainy,44,74,TRUE,yes
overcast,19,76,TRUE,no
overcast,29,15,TRUE,yes
sunny,42,57,TRUE,yes
sunny,55,69,FALSE,yes
overcast,24,35,TRUE,no
overcast,61,72,TRUE,yes
overcast,73,48,TRUE,yes
overcast,36,32,TRUE,no
overcast,19,19,FALSE,yes
overcast,-4,37,FALSE,yes
sunny,32,28,FALSE,yes
sunny,17,29,FALSE,no
overcast,63,61,FALSE,no
rainy,23,79,TRUE,no
rainy,78,67,FALSE,no
sunny,14,45,FALSE,yes
overcast,22,18,FALSE,no
rainy,71,55,TRUE,no
sunny,8,75,FALSE,no
rainy,-1,35,FALSE,no
rainy,42,44,TRUE,yes
overcast,29,77,FALSE,yes
overcast,13,60,TRUE,yes
overcast,7,55,FALSE,no
sunny,13,78,TRUE,yes
overcast,47,15,FALSE,no
overcast,62,48,TRUE,yes
sunny,72,68,FALSE,no
rainy,32,47,FALSE,no
overcast,6,58,FALSE,no
sunny,-5,52,TRUE,yes
rainy,5,42,TRUE,yes
rainy,62,41,TRUE,no
sunny,59,31,TRUE,no
overcast,78,33,FALSE,no
overcast,31,58,FALSE,no
rainy,-2,26,TRUE,yes
rainy,22,37,TRUE,yes
overcast,21,16,FALSE,yes
rainy,0,29,FALSE,yes
sunny,78,41,TRUE,no
rainy,62,52,TRUE,no
sunny,63,33,FALSE,yes
rainy,42,38,FALSE,no
sunny,78,11,TRUE,yes
overcast,40,13,FALSE,yes
overcast,17,15,FALSE,yes
overcast,-3,15,FALSE,no
rainy,40,45,FALSE,yes
overcast,56,20,FALSE,no
sunny,49,26,TRUE,yes
overcast,78,11,TRUE,yes
overcast,23,23,FALSE,yes
overcast,31,30,FALSE,no
sunny,64,57,FALSE,no
overcast,44,41,FALSE,no
rainy,22,36,FALSE,yes
rainy,60,16,TRUE,yes
overcast,74,46,TRUE,no
overcast,4,67,FALSE,no
overcast,21,18,TRUE,yes
overcast,55,69,FALSE,yes
overcast,9,62,FALSE,yes
overcast,25,53,FALSE,no
rainy,2,15,TRUE,yes
overcast,60,70,TRUE,no
rainy,10,64,TRUE,yes
sunny,45,73,TRUE,yes
rainy,34,28,FALSE,no
overcast,72,46,TRUE,yes
sunny,7,25,TRUE,no
rainy,62,46,FALSE,yes
rainy,-3,50,FALSE,yes
overcast,70,58,FALSE,yes
sunny,68,28,TRUE,no
rainy,49,18,TRUE,no
rainy,39,32,FALSE,no
rainy,18,32,FALSE,no
overcast,47,74,FALSE,no
sunny,46,80,FALSE,yes
rainy,61,75,TRUE,yes
sunny,8,55,TRUE,yes
rainy,28,39,TRUE,yes
sunny,55,27,FALSE,yes
sunny,49,45,FALSE,no
rainy,21,15,FALSE,no
sunny,21,43,TRUE,yes
rainy,61,49,TRUE,yes
rainy,55,20,FALSE,yes
sunny,16,12,FALSE,no
overcast,51,48,FALSE,yes
overcast,50,44,TRUE,no
sunny,-5,35,FALSE,no
sunny,7,77,FALSE,yes
overcast,9,47,FALSE,no
overcast,56,63,TRUE,no
overcast,51,15,TRUE,yes
overcast,43,15,TRUE,no
sunny,17,46,TRUE,yes
overcast,10,80,TRUE,no
overcast,65,10,FALSE,yes
sunny,24,10,TRUE,no
sunny,55,30,TRUE,yes
rainy,79,27,TRUE,no
overcast,44,62,TRUE,yes
sunny,-2,47,TRUE,no
sunny,70,38,TRUE,yes
sunny,66,62,TRUE,yes
overcast,42,19,TRUE,yes
overcast,47,12,TRUE,no
overcast,18,35,FALSE,no
sunny,-2,73,FALSE,yes
rainy,78,63,TRUE,no
sunny,39,41,FALSE,no
overcast,22,54,TRUE,yes
sunny,53,58,TRUE,yes
overcast,-3,49,FALSE,no
rainy,54,32,TRUE,yes
rainy,23,27,TRUE,no
overcast,45,58,FALSE,no
rainy,66,46,TRUE,yes
sunny,64,51,FALSE,yes
rainy,33,69,TRUE,yes
rainy,77,69,TRUE,no
sunny,68,12,TRUE,yes
sunny,68,29,TRUE,no
overcast,18,44,TRUE,yes
rainy,24,37,FALSE,yes
rainy,-4,53,TRUE,yes
sunny,2,51,FALSE,yes
sunny,60,22,TRUE,no
overcast,-1,46,TRUE,yes
sunny,78,38,TRUE,yes
overcast,-2,80,FALSE,yes
sunny,76,52,TRUE,no
sunny,34,79,FALSE,yes
sunny,33,56,TRUE,no
sunny,23,28,TRUE,no
overcast,0,20,TRUE,yes
sunny,49,10,FALSE,no
rainy,-2,37,FALSE,no
overcast,35,62,FALSE,yes
overcast,50,53,TRUE,yes
sunny,42,30,TRUE,no
sunny,10,51,TRUE,no
sunny,77,18,TRUE,no
rainy,58,17,TRUE,yes
overcast,52,33,TRUE,yes
rainy,60,59,FALSE,no
overcast,25,69,TRUE,yes
sunny,78,69,TRUE,no
rainy,74,36,TRUE,yes
sunny,2,24,TRUE,yes
overcast,75,57,TRUE,no
sunny,44,77,TRUE,no
rainy,7,69,TRUE,yes
sunny,-1,28,TRUE,no
rainy,27,19,FALSE,yes
overcast,48,27,TRUE,yes
rainy,77,16,FALSE,yes
overcast,79,17,FALSE,no
rainy,13,75,TRUE,yes
overcast,50,30,TRUE,no
rainy,28,79,TRUE,yes
sunny,37,39,FALSE,yes
overcast,15,63,FALSE,yes
overcast,71,62,FALSE,yes
overcast,70,54,FALSE,no
sunny,33,64,TRUE,no
overcast,76,53,TRUE,yes
sunny,30,47,FALSE,yes
sunny,66,12,FALSE,yes
rainy,57,18,FALSE,yes
sunny,38,24,FALSE,yes
sunny,76,49,FALSE,yes
rainy,-5,51,TRUE,yes
sunny,47,33,FALSE,no
rainy,64,70,FALSE,yes
sunny,54,46,TRUE,no
sunny,62,32,TRUE,no
rainy,15,66,TRUE,no
overcast,48,60,TRUE,yes
overcast,0,69,FALSE,no
overcast,67,69,TRUE,no
sunny,3,29,TRUE,yes
sunny,66,78,TRUE,yes
rainy,36,65,TRUE,yes
rainy,-2,44,TRUE,yes
rainy,1,76,TRUE,no
overcast,38,31,TRUE,no
rainy,54,29,FALSE,no
overcast,0,18,FALSE,no
overcast,45,77,TRUE,yes
sunny,10,31,TRUE,no
sunny,70,73,FALSE,no
rainy,44,37,TRUE,yes
overcast,22,41,TRUE,no
overcast,7,67,FALSE,no
sunny,12,18,FALSE,yes
sunny,58,46,TRUE,yes
sunny,3,56,TRUE,yes
rainy,13,49,FALSE,no
sunny,40,78,FALSE,no
overcast,44,56,FALSE,no
sunny,7,32,FALSE,no
rainy,38,52,FALSE,yes
rainy,30,12,FALSE,no
overcast,57,53,TRUE,yes
rainy,78,57,TRUE,yes
rainy,47,29,FALSE,no
sunny,70,20,TRUE,no
sunny,32,38,FALSE,no
rainy,48,24,FALSE,yes
rainy,38,47,FALSE,yes
rainy,54,10,TRUE,yes
rainy,35,67,TRUE,no
overcast,38,15,TRUE,no
sunny,31,13,FALSE,no
sunny,59,68,TRUE,no
sunny,36,27,FALSE,yes
sunny,33,70,FALSE,yes
sunny,41,70,FALSE,yes
rainy,73,52,FALSE,no
rainy,59,44,TRUE,yes
rainy,39,26,TRUE,no
rainy,66,18,TRUE,no
overcast,14,16,FALSE,no
rainy,47,60,FALSE,yes
rainy,48,76,TRUE,no
overcast,35,22,FALSE,no
rainy,67,25,TRUE,yes
rainy,44,68,FALSE,yes
overcast,57,30,TRUE,yes
sunny,34,53,TRUE,yes
sunny,15,70,FALSE,yes
sunny,14,54,TRUE,no
overcast,77,48,FALSE,yes
sunny,24,43,FALSE,yes
overcast,57,75,FALSE,yes
sunny,-5,66,TRUE,no
rainy,12,29,FALSE,no
rainy,16,65,TRUE,yes
rainy,53,79,TRUE,no
sunny,14,14,TRUE,yes
sunny,0,55,TRUE,no
sunny,29,33,TRUE,yes
overcast,41,39,FALSE,no
overcast,28,41,TRUE,no
sunny,57,56,FALSE,yes
overcast,26,46,TRUE,no
rainy,31,69,TRUE,no
overcast,61,66,TRUE,yes
overcast,18,39,FALSE,yes
sunny,66,59,FALSE,no
rainy,58,18,TRUE,no
sunny,51,25,FALSE,no
sunny,7,32,TRUE,no
rainy,79,28,TRUE,no
overcast,63,13,TRUE,no
sunny,68,30,TRUE,no
rainy,56,51,TRUE,no
overcast,57,17,TRUE,yes
sunny,60,62,FALSE,no
overcast,33,61,FALSE,yes
overcast,2,11,FALSE,no
rainy,61,31,TRUE,no
overcast,50,56,FALSE,no
sunny,28,50,TRUE,no
sunny,32,15,TRUE,yes
overcast,17,16,TRUE,no
sunny,0,69,TRUE,no
overcast,11,70,TRUE,no
sunny,24,59,FALSE,no
rainy,37,54,TRUE,no
sunny,66,71,TRUE,yes
rainy,9,21,TRUE,no
overcast,78,75,TRUE,yes
sunny,73,38,FALSE,no
rainy,-3,19,FALSE,no
rainy,37,70,FALSE,no
sunny,26,30,TRUE,no
overcast,5,23,TRUE,yes
overcast,76,65,FALSE,no
sunny,11,60,TRUE,yes
rainy,5,38,FALSE,no
overcast,48,70,TRUE,no
overcast,32,25,FALSE,yes
rainy,19,28,TRUE,yes
overcast,45,17,FALSE,no
rainy,4,31,TRUE,yes
overcast,69,24,FALSE,yes
sunny,-2,37,FALSE,yes
rainy,49,38,FALSE,no
overcast,42,62,TRUE,yes
overcast,43,66,FALSE,no
rainy,75,45,FALSE,yes
rainy,72,71,TRUE,no
sunny,63,64,FALSE,yes
sunny,73,14,TRUE,yes
rainy,13,73,TRUE,yes
overcast,73,79,FALSE,yes
rainy,23,69,FALSE,yes
sunny,4,55,FALSE,yes
rainy,64,35,TRUE,yes
rainy,68,66,FALSE,yes
sunny,13,45,TRUE,no
rainy,73,45,TRUE,yes
rainy,46,76,FALSE,no
overcast,-2,49,TRUE,yes
overcast,33,59,FALSE,yes
overcast,46,70,TRUE,yes
sunny,16,32,FALSE,yes
sunny,45,53,TRUE,yes
rainy,47,44,FALSE,yes
sunny,5,64,TRUE,no
overcast,16,32,TRUE,no
rainy,24,75,FALSE,yes
overcast,24,77,TRUE,yes
